Probeset	GeneSymbole	Signal
233652_at	NA	55.96353815
233653_at	NA	19.8295289
233654_at	PIGG	29.25324876
233655_s_at	HAUS6	271.8360409
233656_s_at	VPS54	1082.566698
233657_at	OPN5	53.47396492
233658_at	NA	102.5962516
233659_at	NA	2.89610718
233660_at	EHD4	77.89678773
233661_at	NA	14.83128171
233662_at	CDH26	2.880226752
233663_s_at	CDH26	9.656589402
233664_at	NA	220.6344037
233665_x_at	MTO1	1193.506869
233666_at	TMEM106B	56.98064081
233667_at	NA	72.33653239
233668_at	NA	7.702576628
233669_s_at	TRIM54	1769.274771
233670_at	NA	6.550462827
233671_at	NA	84.73956221
233672_s_at	NA	5.986394633
233673_at	LOC339524	13.8855031
233674_at	NA	222.8639862
233675_s_at	LOC374491	62.39812065
233676_at	NA	23.49643627
233677_at	NA	156.426739
233678_at	NA	151.5277258
233679_at	TAB1	221.8726662
233680_at	NA	14.50557932
233681_at	KRTAP3-3	6.565730127
233682_at	NA	3.013582387
233683_at	NA	2.361372909
233684_at	NA	45.69204496
233685_at	NA	10.82652186
233686_at	ASXL3	28.08574775
233687_s_at	NA	46.75418445
233688_at	KCNIP3	42.1687503
233689_at	NA	171.4470626
233690_at	NA	337.9108286
233691_at	NA	127.6450743
233692_at	NA	73.74800359
233693_at	C1orf201	145.9391907
233694_at	HSPA1L	16.48605394
233695_s_at	CECR2	50.06320905
233696_at	NA	191.5377482
233697_at	NA	4.884692916
233698_at	NA	7.983944594
233699_at	NA	17.07832462
233700_at	NA	99.49505668
233701_at	NA	190.9319768
233702_x_at	NA	3039.187361
233703_x_at	NA	10.49406038
233704_at	NA	8.169690789
233705_at	NA	8.406119083
233706_at	NA	172.8241063
233707_at	NA	10.50935437
233708_at	NA	39.19068864
233709_at	NA	8.714316223
233710_at	NA	13.82191701
233711_at	NA	5.080579222
233712_at	ZNF44	208.4339859
233713_at	NA	476.3549599
233714_at	NA	56.71821258
233715_at	NA	28.76972458
233716_at	NA	59.77894275
233717_x_at	NA	231.4578215
233718_at	LOC728543	47.29041853
233719_s_at	TASP1	80.84251868
233720_at	SORBS2	602.8378563
233721_x_at	NA	66.49744917
233722_at	NA	25.84266062
233723_at	NA	11.78101389
233724_at	ARNT	108.9687961
233725_at	NA	83.34003866
233726_at	NA	168.5517818
233727_at	NA	203.0611937
233728_at	NA	184.2076291
233729_at	NA	20.5267209
233730_at	FAM135A	72.05468011
233731_at	NA	108.9698033
233732_at	LOC401320	175.4111584
233733_at	NA	154.8420691
233734_s_at	OSBPL5	408.650317
233735_at	NA	79.15254511
233736_at	OR51J1	73.62914101
233737_s_at	LOC284561	8.311398971
233738_at	NA	72.7294888
233739_at	NA	8.164614982
233740_at	NA	28.73790394
233741_at	FTCD	21.98162583
233742_at	C16orf68	65.58787543
233743_x_at	S1PR5	7.461221266
233744_at	NA	22.72188821
233745_at	NA	49.62705127
233746_x_at	NA	2605.063368
233747_at	NA	13.24940257
233748_x_at	PRKAG2	302.2223966
233749_at	MSN	40.40792233
233750_s_at	C1orf25	412.4960481
233751_at	ZFHX3	4.954518812
233752_s_at	ZFHX3	12.12833444
233753_at	SFRS15	77.60441653
233754_x_at	ZNF71	7.54703564
233755_at	NA	7.15511372
233756_at	NA	14.90674204
233757_x_at	NA	150.4884703
233759_s_at	SMEK2	2292.31312
233760_at	UTP11L	20.88564492
233761_at	NA	183.4900711
233762_at	NA	16.02930323
233763_at	LYRM2	237.8386968
233764_s_at	LARP1B	183.7824027
233765_at	NA	60.04210661
233766_at	SOBP	9.138843984
233767_at	HHLA1	8.707955371
233768_at	NA	207.6402575
233769_at	LOC284561	27.94379639
233770_at	NA	174.9284517
233771_at	NA	48.92257287
233772_at	NA	3.659173868
233773_at	NA	101.8193264
233774_at	NA	4.442973512
233775_x_at	LOC100289333	771.7698518
233776_at	PTPRA	157.0230997
233777_at	NA	71.96809846
233778_at	NA	107.119059
233779_x_at	NA	310.7894554
233780_at	RIF1	160.370737
233781_s_at	RIF1	376.6915139
233782_at	DCAF7	229.4239051
233783_at	NA	285.1797715
233784_at	NA	93.66994043
233785_at	ADAMTS9	12.10464347
233786_at	NA	2.769697706
233787_at	C6orf163	48.26395985
233788_at	NA	87.73845448
233789_at	NA	7.47061344
233790_at	NA	18.87200964
233791_at	LOC644213	10.87194071
233792_at	NA	98.73804405
233793_at	NA	4.06335717
233794_at	NA	17.26028456
233795_at	ODF3	114.7799701
233796_at	NA	43.11885664
233797_s_at	CST11	86.71751506
233798_at	NA	33.45291185
233799_at	NA	714.2185557
233800_at	NA	110.2771249
233801_s_at	SEMA6D	374.2647613
233802_at	FAM184B	48.10092026
233803_s_at	MYBBP1A	524.4792168
233804_at	LOC440131	9.906164237
233805_at	NA	247.9682186
233806_at	NA	6.23341002
233807_at	ASB7	180.6369139
233808_at	NA	324.2851855
233809_at	C15orf63	211.3634661
233810_x_at	NA	99.21425912
233811_at	RIN2	293.6463041
233812_at	NCRNA00028	35.16805691
233813_at	PPP1R16B	88.50970411
233814_at	EFNA5	492.3892623
233815_at	NAALAD2	4.700402342
233816_at	NA	99.48042873
233817_at	NA	37.08299363
233818_at	RNF160	2.102467911
233819_s_at	RNF160	110.5635246
233820_at	NA	12.73307645
233821_at	NA	5.136183196
233822_x_at	NA	13.31427892
233823_at	FAM184B	373.8318876
233824_at	NA	691.0872938
233825_s_at	CD99L2	1392.582669
233826_at	NA	69.92997042
233827_s_at	SUPT16H	22.00076354
233828_at	NA	19.47980196
233829_at	C20orf118	8.444772614
233830_at	LOC90246	90.02438867
233831_at	NA	16.78226541
233832_at	NA	274.4058527
233833_at	NA	152.8501639
233834_at	NA	125.2192817
233835_at	LOC90246	22.22389221
233836_at	TNRC6A	256.1089813
233837_at	GGT1	104.4093849
233838_at	NA	5.278720784
233839_at	EFCAB6	5.384725794
233840_at	LOC100130950	56.94916295
233841_s_at	SUDS3	398.90917
233842_x_at	C20orf43	1850.444399
233843_at	ZBTB12	18.60748566
233844_at	CD99L2	73.32143704
233845_at	NA	4.421220121
233846_at	CCDC85A	70.82897921
233847_x_at	NA	10.86200067
233848_x_at	ZNF221	43.1377199
233849_s_at	ARHGAP5	1968.382186
233850_s_at	EBF4	315.6486195
233851_s_at	TOR3A	237.3925033
233852_at	POLH	151.4259892
233853_at	NA	32.68291615
233854_x_at	KLK4	89.30225815
233855_at	NA	9.057539727
233856_at	NA	82.48291877
233857_s_at	ASB2	3534.329563
233858_at	NA	46.96792526
233859_at	C14orf145	25.92921389
233860_s_at	NA	7.37697086
233861_at	NA	62.6148805
233862_at	NA	237.3557199
233863_at	CASZ1	24.02878468
233864_s_at	VPS35	1946.313188
233865_at	NPAS3	48.4500864
233866_at	KLHL5	88.40917299
233867_at	NA	1182.4279
233868_x_at	ADAM33	1398.631749
233869_x_at	NA	241.2896887
233870_at	NAV1	204.236883
233871_at	NA	44.18722739
233872_x_at	ARHGAP5	4.973443752
233873_x_at	MTPAP	754.9008471
233874_at	SLAIN2	324.5081213
233875_at	NA	1.693999778
233876_at	NA	66.8675726
233877_at	NA	168.7730472
233878_s_at	XRN2	611.9224591
233879_at	LOC374491	131.5045308
233880_at	RNF213	119.8269072
233881_s_at	TOLLIP	266.5179938
233882_s_at	SEMA6D	334.9173906
233883_at	SNX24	24.61991391
233884_at	HIVEP3	4.917386141
233885_at	ARHGAP33	9.279102888
233886_at	NA	6.217618478
233887_at	GPR126	81.16370887
233888_s_at	SRGAP1	184.2597966
233889_at	TBX18	13.54896067
233890_at	NA	141.3146629
233891_at	LOC100133790	73.01310602
233892_at	GRIN3B	5.964056243
233893_s_at	KIAA1530	381.4663418
233894_x_at	EMID2	20.48323953
233895_at	ANKRD24	125.8782823
233896_s_at	PAPLN	36.02596587
233897_at	FEZF2	24.12773881
233898_s_at	FGFR1OP2	1601.359799
233899_x_at	ZBTB10	301.2679982
233900_at	NA	48.01840502
233901_at	NA	3.172462661
233902_at	GUCA1C	13.84411413
233903_s_at	SGEF	156.6873981
233904_at	NA	9.084943006
233905_at	SUN5	7.772473588
233906_at	NA	43.17728358
233907_s_at	SERTAD4	78.96784881
233908_x_at	NA	225.5198495
233909_at	NA	111.6396336
233910_at	TMEFF2	85.88966013
233911_s_at	PPM1H	69.34959139
233912_x_at	NA	41.78325855
233913_at	WFDC10A	12.80838259
233914_s_at	SBF2	172.9131708
233915_at	C5orf36	110.5619811
233916_at	KIAA1486	8.252320994
233917_s_at	MOV10	303.5065379
233918_at	DCDC2B	178.3238355
233919_s_at	HABP4	419.3413477
233920_at	NA	236.8142872
233921_s_at	NA	268.3582507
233922_at	NA	13.77112265
233923_at	FLJ32810	19.57397152
233924_s_at	EXOC6	828.9493782
233925_at	NA	12.71651784
233926_at	NA	8.337411308
233927_at	NA	68.66427838
233928_at	ADAMTS9	5.70725351
233929_x_at	WASH3P	1319.810158
233930_at	DMRT3	91.11457882
233931_at	NA	833.915386
233932_at	NA	724.0171368
233933_s_at	OTUD5	392.7394816
233934_at	LOC349160	52.73341161
233935_at	NA	177.2530707
233936_s_at	GGNBP2	841.2494053
233937_at	GGNBP2	89.46208999
233938_at	C11orf86	118.1930851
233939_at	REXO1	42.98499083
233940_at	NA	216.6341964
233941_at	C14orf166B	106.2664158
233942_at	LOC613126	10.43814621
233943_x_at	PLEKHA8	100.9274253
233944_at	NA	3.748240184
233945_at	UGGT2	64.52281512
233946_at	SMU1	150.9074159
233947_s_at	LOC255480	7.931421354
233948_at	LOC255480	38.6119547
233949_s_at	MYH7B	1436.179764
233950_at	CADPS	6.796344005
233951_at	NA	54.82017441
233952_s_at	ZNF295	421.7717692
233953_at	GUCA1C	1.3199415
233954_at	HIATL1	31.21344486
233955_x_at	CXXC5	2365.072047
233956_at	NA	98.99844229
233957_at	NA	16.07760762
233958_at	NA	47.74110675
233959_at	LOC221442	82.22868371
233960_s_at	LOC115110	151.3739198
233961_at	NA	14.8163254
233962_at	NA	22.89111027
233963_at	H2BFXP	19.97911229
233964_at	NA	73.23819321
233965_at	LOC255480	12.08513862
233966_at	NA	155.128216
233967_at	NA	68.22342543
233968_at	CST11	8.920941945
233969_at	IGL@	5.907662954
233970_s_at	TRMT6	728.8778988
233971_at	NA	8.928962364
233972_s_at	FEZF2	14.04733936
233973_at	NA	4.134309712
233974_s_at	FAM129B	239.9880868
233975_at	PRNT	5.10754041
233976_at	NA	334.2253511
233977_at	GREB1L	178.4312563
233978_at	PTPRE	5.364347365
233979_s_at	ESPN	19.85594801
233980_s_at	VWF	211.9051928
233981_at	NA	83.06285156
233982_x_at	STYXL1	412.5424898
233983_at	TGM6	17.95040107
233984_at	NA	167.720107
233985_x_at	PPP1R9A	76.01596684
233986_s_at	PLEKHG2	21.8695264
233987_at	TFAP2D	9.298728516
233988_x_at	SCUBE1	113.2878096
233989_at	NA	40.91485963
233990_at	C19orf61	7.9393518
233991_at	NA	15.91790959
233992_x_at	ZNF445	164.5702673
233993_at	LOC100133790	104.489185
233994_at	NA	3.938535005
233995_at	NA	656.5919312
233996_x_at	EYS	5.707563423
233997_at	LOC100287166	138.3112168
233998_x_at	NA	21.05867875
233999_s_at	TTC26	123.7937837
234000_s_at	PTPLAD1	1854.289859
234001_s_at	ARFGAP1	49.5797536
234002_at	C20orf135	7.017593846
234003_at	ENOX2	56.175581
234004_at	TTC28	47.43967234
234005_x_at	STK36	254.0180945
234006_s_at	C1orf91	13.45717318
234007_at	DEFB121	9.585098726
234008_s_at	CES3	33.10812847
234009_at	NA	14.09617038
234010_at	NA	25.2281088
234011_at	MGC16384	96.66360815
234012_at	NA	120.5579678
234013_at	TRD@	54.45163594
234014_at	NPAS3	1.877854959
234015_at	NA	43.52483605
234016_at	LOC90499	7.45028226
234017_at	LOC91948	10.20877857
234018_s_at	SEL1L2	60.57921753
234019_at	NA	13.07785308
234020_x_at	NA	353.7935986
234021_at	EML2	177.8597211
234022_at	NA	2.458642929
234023_s_at	CENPJ	13.90349763
234024_at	CBLN4	146.2407972
234025_at	NA	137.4924942
234026_at	EML2	30.38046198
234027_at	CCDC129	7.341816364
234028_at	NA	132.6127868
234029_at	PCDHGB8P	85.01887145
234030_at	NA	38.54107901
234031_at	C20orf112	119.7014062
234032_at	NA	1813.659271
234033_at	NA	383.4495233
234034_at	NA	98.47651108
234035_at	HNRNPM	55.15745861
234036_x_at	NA	148.3216643
234037_s_at	NA	70.01413444
234038_at	NA	5.866951319
234039_at	TANC1	116.1785501
234040_at	HELLS	30.44561401
234041_at	NA	50.25251274
234042_at	TAS2R45	117.5373759
234043_at	NA	253.267541
234044_at	NA	7.160582284
234045_x_at	BHLHE23	5.216497461
234046_at	NA	142.1100168
234047_at	NA	104.9257697
234048_s_at	KIAA1632	128.1803746
234049_at	hCG_1990547	11.20047574
234050_at	TAGAP	393.371186
234051_at	NA	121.4496769
234052_at	NA	10.4761703
234053_at	NA	24.4377915
234054_at	LOC143188	71.88425041
234055_s_at	GZF1	87.02026943
234056_at	NA	109.3566333
234057_at	NA	2.568274964
234058_at	NA	10.34804282
234059_at	NA	150.8881339
234060_at	NA	53.71509462
234061_at	NA	20.74948291
234062_at	NA	9.962621311
234063_at	NA	43.44450474
234064_at	NA	15.68135562
234065_at	NA	8.457356142
234066_at	IL1RL1	185.2829239
234067_at	NA	42.38357813
234068_s_at	AP2A1	255.3747254
234069_at	NA	50.81642226
234070_at	NA	103.6908715
234071_at	DEPDC6	202.3999363
234072_at	SEMA4A	55.98307343
234073_at	SDK2	62.60586363
234074_at	NA	844.2705112
234075_at	NA	36.74516007
234076_at	NA	51.13819802
234077_at	NA	107.504965
234078_at	NA	115.286632
234079_at	NA	20.30054868
234080_at	NA	67.78801608
234081_at	NA	122.194891
234082_at	NA	496.7523267
234083_at	NA	4.840525331
234084_x_at	NA	620.7252151
234085_at	C13orf38	80.28861627
234086_at	NA	6.691665624
234087_at	NA	66.84285683
234088_at	NA	320.8335783
234089_at	NA	112.5862009
234090_at	NA	67.99166542
234091_at	NA	200.719421
234092_s_at	TM6SF2	55.18944691
234093_at	ZNF326	6.67695308
234094_x_at	DNAJC21	8.80069602
234095_at	NA	97.22732442
234096_at	NA	103.5590734
234097_s_at	NCRNA00171	16.30681127
234098_at	SOBP	178.1988645
234099_at	NA	107.7062222
234100_at	NA	48.3027025
234101_at	NA	36.11462772
234102_at	RASL11B	43.87499508
234103_at	KCNT2	598.8531952
234104_at	NA	170.7559207
234105_at	NA	73.25635569
234106_s_at	FLYWCH1	297.1549984
234107_s_at	DTD1	928.5527236
234108_at	TAS2R45	39.30407556
234109_x_at	ONECUT3	191.3865326
234110_at	NA	42.71767045
234111_at	NA	326.8622726
234112_at	NA	146.705058
234113_at	NA	125.2229894
234114_at	NCRNA00171	42.47442051
234115_s_at	NCRNA00171	6.65158093
234116_at	GJD4	20.14299429
234117_at	AAA1	9.736898359
234118_at	NA	436.8762208
234119_at	NA	5.194688301
234120_at	NA	62.39237334
234121_at	LOC100129069	9.082368713
234122_at	NA	46.37871891
234123_at	NA	17.72977079
234124_at	NA	19.49821327
234125_at	NA	9.755403149
234126_at	NA	33.23922568
234127_at	NA	120.907528
234128_at	NA	153.9224028
234129_at	ARHGEF12	18.58119295
234130_at	LDB3	607.6525478
234131_at	NA	58.71344659
234132_at	NA	11.36422939
234133_s_at	LOC728543	129.3816092
234134_at	NA	39.09992256
234135_x_at	NA	490.6679858
234136_at	NA	6.450819269
234137_s_at	NA	71.18547049
234138_at	NA	23.49303724
234139_s_at	NA	46.08882017
234140_s_at	STIM2	384.8131353
234141_s_at	LOC286059	16.31395965
234142_at	NA	23.31070796
234143_at	NA	94.17243671
234144_at	NA	17.84197059
234145_at	PBX3	9.723709021
234146_at	B3GAT2	10.2570419
234147_at	LOC286059	17.57771255
234148_at	NA	398.5828177
234149_at	NA	323.9072944
234150_at	NA	73.99117815
234151_at	NA	143.3633408
234152_at	NA	12.84468618
234153_at	NA	12.45702625
234154_at	NA	5.247143048
234155_at	NA	30.41843632
234156_at	NA	250.2512628
234157_at	NA	306.3637415
234158_at	NA	24.79044429
234159_at	NA	589.6079156
234160_at	NA	7.646060507
234161_at	NA	39.53690256
234162_at	NA	19.88653247
234163_at	UBE3A	13.22662966
234164_at	NA	24.44778832
234165_at	PTGDR	100.7376516
234166_at	UBE3A	6.660143191
234167_at	MKI67IP	60.86620719
234168_at	TAF15	18.0082212
234169_at	NA	75.65280146
234170_at	NA	23.02330592
234171_at	NA	63.89199926
234172_at	NA	37.06389925
234173_s_at	NXF2	65.28958696
234174_at	NA	12.09138078
234175_at	NA	107.0370597
234176_at	NA	19.96294153
234177_at	NA	83.34677751
234178_at	NA	51.10827581
234179_at	NA	69.16797487
234180_at	NA	16.92226074
234181_at	NA	134.9658814
234182_at	NA	66.88332613
234183_at	NA	17.0305568
234184_at	NA	38.35561131
234185_at	NA	48.735848
234186_at	NA	74.04987832
234187_at	NA	37.03008051
234188_at	NA	89.29983851
234189_at	NA	44.0380113
234190_at	NA	57.97488627
234191_at	BCL2L14	26.81921139
234192_s_at	GKAP1	3416.250224
234193_at	NA	156.7348122
234194_at	NA	41.80877509
234195_at	TNFRSF10C	9.96657978
234196_at	NA	119.7055201
234197_at	ACSM1	5.690088165
234198_at	KCNIP3	8.111275641
234199_at	NA	169.8603135
234200_at	NA	61.801338
234201_x_at	NA	24.29281551
234202_at	NA	23.00830467
234203_at	NA	68.33983412
234204_at	NA	6.875470129
234205_at	NA	7.811898057
234206_at	NA	74.16205307
234207_at	NA	82.29666228
234208_at	NA	27.6476201
234209_at	NA	41.79276887
234210_x_at	ACTR2	220.5020883
234211_at	NA	116.0700517
234212_at	ACTR2	27.52861944
234213_at	NA	1.954856916
234214_at	NA	57.64915688
234215_at	NA	2.964459561
234216_at	FLJ21408	132.4074302
234217_at	NA	2.0371916
234218_at	NA	12.9762796
234219_at	NA	73.59566389
234220_at	CADPS	2.054713283
234221_at	BCAS1	5.898331425
234222_at	NA	81.57571769
234223_at	NA	9.210272014
234224_at	NA	735.9960554
234225_at	KIFC1	89.49395868
234226_at	OPN4	20.08012823
234227_at	NA	61.05604472
234228_at	NA	20.70920339
234229_at	NA	19.03423798
234230_at	NA	21.55194921
234231_at	LOC197350	25.8520976
234232_at	NA	57.59481345
234233_s_at	NA	15.56821623
234234_at	NA	91.3390594
234235_at	NA	61.65026846
234236_at	AMBRA1	3.68451479
234237_s_at	AMBRA1	10.38796381
234238_at	MAP1LC3B2	19.29750246
234239_at	NA	123.9410701
234240_at	NA	85.04342737
234241_at	SCAMP5	11.25257042
234242_at	NA	20.64684566
234243_at	RPF1	119.6274287
234244_at	RPF1	41.99213694
234245_at	NA	355.9219184
234246_at	NA	14.51804078
234247_at	NA	5.564835017
234248_at	NA	39.03655897
234249_at	NA	83.55541891
234250_at	NA	61.15677545
234251_at	NA	10.88583211
234252_at	NA	12.57461791
234253_at	NA	82.42883948
234254_at	NA	198.1087705
234255_at	NA	62.39681885
234256_at	NA	12.14807139
234257_at	TNS3	10.2880182
234258_at	NA	112.6118315
234259_at	NA	73.66571327
234260_at	NA	324.7867921
234261_at	NA	48.05084796
234262_at	NA	13.33147384
234263_at	NA	7.935813893
234264_at	NA	11.08936635
234265_at	PPP1R12C	66.92006449
234266_at	NA	35.30003924
234267_at	NA	11.13283024
234268_at	SLC2A13	49.42765906
234269_at	NA	98.55925914
234270_at	NA	57.70760752
234271_at	OTOP2	49.57687285
234272_at	NA	13.5121334
234273_at	NA	15.60426812
234274_at	NA	20.03219055
234275_at	NA	15.43293255
234276_at	NA	98.68620122
234277_at	NA	92.8013771
234278_at	NA	388.2534602
234279_at	NA	233.6216086
234280_at	REG3A	53.40869707
234281_at	NA	15.58249798
234282_at	NA	191.7083205
234283_at	NA	12.94096616
234284_at	GNG8	13.89308515
234285_at	SYNGAP1	20.16590797
234286_at	PPP1R12C	13.10341943
234287_at	NA	45.51148241
234288_at	NA	67.28083146
234289_x_at	NA	32.98686149
234290_x_at	MYH14	534.2323035
234291_s_at	SLC6A20	49.61540981
234292_s_at	ZNF167	26.8170889
234293_x_at	NA	107.0930424
234294_x_at	GATAD2A	335.7025959
234295_at	DBR1	607.5304381
234296_s_at	TEX11	8.148672821
234297_at	NA	107.3514059
234298_at	NA	13.28718952
234299_s_at	NIN	216.0764291
234300_s_at	ZFP28	168.2322888
234301_s_at	TIAM2	15.23375782
234302_s_at	ALKBH5	5014.272743
234303_s_at	GPR85	39.67740459
234304_s_at	IPO11	574.5793792
234305_s_at	GSDMC	484.4269549
234306_s_at	SLAMF7	20.85387046
234307_s_at	KIF26A	344.3539227
234308_at	TUBGCP6	37.46699756
234309_at	TTTY7	6.716171999
234310_s_at	SUSD2	40.45380713
234311_s_at	GTPBP10	625.0260342
234312_s_at	ACSS2	2053.742578
234313_at	NCOR1	3.922894289
234314_at	RALGAPA2	79.14744662
234315_at	BACH1	97.83347517
234316_x_at	KLK12	102.6768792
234317_s_at	STOX2	207.9349875
234318_x_at	NDOR1	22.69180984
234319_at	STOX2	9.810054516
234320_at	CD244	4.674606145
234321_x_at	NHSL1	100.7800595
234322_at	NA	116.4366057
234323_at	THSD4	17.47911494
234324_at	NHSL1	12.66100549
234325_at	NA	4.487499026
234326_at	NA	72.26288163
234327_at	NA	23.50767026
234328_at	NA	25.99960654
234329_at	CLIC5	88.99114651
234330_at	NA	49.00078154
234331_s_at	FAM84A	121.0638432
234332_at	NUB1	318.8734599
234333_at	KIAA2022	57.28949724
234334_s_at	LAMB4	6.086489601
234335_s_at	FAM84A	14.821927
234336_s_at	TTLL9	5.603990788
234337_at	TTLL9	66.90102381
234338_s_at	ZBTB47	414.0717569
234339_s_at	GLTSCR2	2685.96952
234340_at	NA	122.0003219
234341_x_at	LOC91548	987.2105626
234342_at	FAM20C	10.309717
234343_s_at	RASAL2	265.9777956
234344_at	NA	229.8022051
234345_at	NA	112.397545
234346_x_at	NA	120.6205497
234347_s_at	DENR	74.5597307
234348_at	NA	60.89654946
234349_at	SSPO	123.3264937
234350_at	NA	32.54982891
234351_x_at	TRPS1	52.38350182
234352_x_at	NA	1.339844899
234353_at	CATSPERG	11.80865166
234354_x_at	ERBB2	48.25143928
234355_s_at	PTCHD2	48.67467564
234356_at	DKFZP434K028	51.43668186
234357_at	NA	17.39689222
234358_at	NA	21.46758325
234359_at	NA	106.1060482
234360_at	NA	81.67407703
234361_at	CREB3L3	14.59163663
234362_s_at	CTLA4	142.7482086
234363_at	OR6B1	46.87431216
234364_at	IGL@	33.94628745
234365_at	NA	14.99005732
234366_x_at	IGL@	331.8827074
234367_x_at	TMPRSS6	25.34606971
234368_at	NA	55.4110765
234369_at	NA	34.11014815
234370_at	VSIG1	12.13816074
234371_at	NA	11.28463514
234372_at	NA	79.74061859
234373_x_at	NA	9.060535812
234374_at	NA	1.772885961
234375_x_at	NA	43.65499233
234376_at	MYCN	20.45401675
234377_at	TRBV7-8	15.14895001
234378_at	NA	17.01849564
234379_at	FLT4	13.89826871
234380_x_at	LOC728701	38.04903072
234381_at	IGLV4-3	31.79810719
234382_x_at	NA	72.81288988
234383_x_at	NA	5.908799754
234384_at	NA	11.76721186
234385_at	NA	3.072654246
234386_s_at	NA	76.60141232
234387_at	COL4A5	30.1356806
234388_at	NA	69.88796508
234389_x_at	NA	42.82369623
234390_x_at	IGHG1	9.964846206
234392_at	NA	4.053492658
234393_at	HDAC9	9.936158971
234394_at	ZNF124	3.246002743
234395_at	NA	11.60724169
234396_at	NA	49.94717691
234397_at	NA	10.69357153
234398_at	NA	4.872881045
234399_at	NA	77.75296612
234400_at	NA	27.28678255
234401_at	NA	60.63421034
234402_at	TRD@	11.36469331
234403_at	OR1I1	248.8126081
234404_at	CAND2	12.79403159
234405_s_at	PHAX	1118.494677
234406_at	RGMA	17.08625908
234407_s_at	TRPC7	57.1977753
234408_at	IL17F	65.20919253
234409_at	ZNF354C	39.34183405
234410_at	GABRR3	4.546237053
234411_x_at	CD44	53.26785528
234412_at	NA	6.822863111
234413_at	NA	24.13426335
234414_at	FAM22F	39.05093258
234415_x_at	NA	10.07033206
234416_at	NA	33.71569571
234417_at	NA	8.726428545
234418_x_at	CD44	9.636135605
234419_x_at	NA	16.99108277
234420_at	LOC100288139	68.20457874
234421_s_at	EVC	35.84535928
234422_at	NA	46.13945468
234423_x_at	NA	672.6283845
234424_at	NA	74.80630246
234425_at	NA	14.51504837
234426_x_at	LOC100288139	43.53570743
234427_at	TRAJ17	18.94913373
234428_at	NA	129.4096132
234429_at	LOC100291944	28.54024009
234430_at	ANTXR1	90.65795051
234431_at	NA	132.8852433
234432_at	NA	1.027995107
234433_at	NA	3.741169695
234434_at	NA	76.81577843
234435_at	NA	281.1150211
234436_x_at	OBP2A	12.75118059
234437_at	NA	69.94793518
234438_at	NA	27.60985021
234439_at	NA	72.30905745
234440_at	TRD@	127.1444541
234441_at	NA	35.63226882
234442_at	NA	144.2269903
234443_at	NA	19.68416975
234444_at	NA	15.91278002
234445_at	NCRNA00171	212.4671697
234446_at	NA	34.06727871
234447_at	NA	51.91293361
234448_at	NA	5.852483987
234449_at	NA	10.74379457
234450_at	PROKR2	16.23823276
234451_at	NA	17.22747603
234452_at	HIBADH	24.86343528
234453_s_at	C14orf166B	5.003413315
234454_at	NA	12.98046817
234455_at	ZFP1	6.780168609
234456_at	TRAPPC4	6.245082063
234457_at	NCRNA00171	2.924182703
234458_at	ANPEP	8.137242673
234459_at	PPHLN1	313.4286257
234460_at	NA	4.628615786
234461_at	RNF215	76.16757725
234462_at	NA	17.63258
234463_at	LOC341912	49.0451619
234464_s_at	EME1	400.7540667
234465_at	EME1	29.31042859
234466_at	FAM20C	230.352393
234467_at	NA	9.551572509
234468_at	C21orf122	67.22075584
234469_at	OR51B4	4.105596319
234470_at	hCG_1651160	115.2279016
234471_s_at	NCOA5	139.3176472
234472_at	GALNT13	28.84865408
234473_at	RP11-408E5.4	14.79969294
234474_x_at	IL6ST	29.87034733
234475_x_at	CCKBR	29.34666484
234476_at	DNAH7	73.94475802
234477_at	NA	21.24089781
234478_at	LOC440863	18.38492558
234479_at	PCDHB18	7.879956337
234480_at	DKFZP761C1711	76.32389807
234481_at	NA	109.3656645
234482_at	NA	5.461902896
234483_at	ACSS1	10.74362201
234484_s_at	ACSS1	14.62490594
234485_at	LOC340947	237.3246008
234486_at	OR51B2	158.3462728
234487_at	NA	84.24957958
234488_s_at	NA	87.64716739
234489_at	NA	64.83353701
234490_at	NA	29.02839719
234491_s_at	SAV1	1336.277921
234492_at	NA	8.781217361
234493_at	LOC116437	2.846483575
234494_x_at	NA	87.59420482
234495_at	KLK15	36.15094469
234496_x_at	NYX	85.37969075
234497_s_at	NA	13.27936222
234498_at	C2orf65	78.33299586
234499_at	NA	41.18896052
234500_at	NA	17.98978209
234501_x_at	NA	5.452082548
234502_at	NA	41.36893483
234503_at	NA	1.47178199
234504_at	SUN5	6.001427556
234505_at	NA	258.9085436
234506_at	NA	28.76885805
234507_at	NA	12.47481561
234508_at	NA	17.93544218
234509_at	NA	82.03849898
234510_at	NA	5.478010434
234511_at	ANKRD60	10.41501547
234512_x_at	RPL7A	4450.349191
234513_at	ELOVL3	7.753313251
234514_at	SRMS	56.38127242
234515_at	PCGEM1	6.850788152
234516_at	NA	15.68760286
234517_at	NA	73.20074448
234518_at	NA	17.49325766
234519_at	NOBOX	25.61855646
234520_at	NA	37.95485786
234521_at	OR51I2	52.53078112
234522_at	NA	89.24370049
234523_at	NA	1.927745248
234524_at	PRDM15	33.23402601
234525_at	DKFZP761C1711	113.6902641
234526_at	OR51B6	61.29334669
234527_at	NA	17.88564961
234528_at	NA	19.43736356
234529_at	PCGEM1	2.842516816
234530_s_at	NCRNA00171	8.621644347
234531_at	NA	89.9019968
234532_at	NA	99.49830649
